$easter	0.01
ester	0.01
ester	0.01
$eastwood	0.01
estwood	0.01
$english	0.01
ingish	0.01
inglish	0.01
$feb	0.01
fab	0.01
$february	0.01
febuary	0.01
feburary	0.01
feburay	0.01
$french	0.01
franch	0.01
feirne	0.01
fench	0.01
freach	0.01
$friday	0.01
firday	0.01
$hallowe'en	0.01
hallowen	0.01
$hitler	0.01
hitlar	0.01
$i	0.01
a	0.01
and	0.01
are	0.01
has	0.01
he	0.01
i	0.01
if	0.01
is	0.01
it	0.01
iy	0.01
ld	0.01
we	0.01
$i'd	0.01
i'de	0.01
i'ed	0.01
i'ld	0.01
$i'll	0.01
ile	0.01
ill	0.01
$i'm	0.01
i'me	0.01
i'n	0.01
im	0.01
$i've	0.01
i'v	0.01
iev	0.01
$indians	0.01
indian's	0.01
$ireland	0.01
irland	0.01
$irish	0.01
iresh	0.01
$january	0.01
januery	0.01
$july	0.01
jaly	0.01
$june	0.01
jun	0.01
$leicester	0.01
lester	0.01
$los_angeles	0.01
las_angles	0.01
$luke's	0.01
luks	0.01
$mayfield	0.01
mayfeild	0.01
$mediterranean	0.01
meditterranean	0.01
$miss	0.01
mis	0.01
$monday	0.01
munday	0.01
$mr	0.01
mis	0.01
mrs	0.01
$mrs	0.01
miss	0.01
mixss	0.01
mr's	0.01
mrss	0.01
$october	0.01
octber	0.01
$pekinese	0.01
pikaness	0.01
$philip's	0.01
perllips	0.01
$pyrenean	0.01
pyrannean	0.01
$rolls	0.01
rowles	0.01
$samaritan	0.01
samariton	0.01
$saturday	0.01
saterday	0.01
satuarday	0.01
$scots	0.01
scotts	0.01
$sept	0.01
sep	0.01
$september	0.01
septenber	0.01
septmber	0.01
$sheba	0.01
shebre	0.01
$spanish	0.01
spanich	0.01
$sunday	0.01
sanday	0.01
$swedish	0.01
sweedish	0.01
$thames	0.01
thems	0.01
$tuesday	0.01
teusday	0.01
tusday	0.01
tuseday	0.01
$victorian	0.01
vitiorian	0.01
$wednesday	0.01
wdendsdy	0.01
wedensday	0.01
wensday	0.01
$welsh	0.01
wesh	0.01
$x-rays	0.01
exrays	0.01
$a	0.01
i	0.01
ah	0.01
an	0.01
and	0.01
are	0.01
as	0.01
the	0.01
$a-quiver	0.01
aquiver	0.01
$a_bit	0.01
abit	0.01
$a_few	0.01
afew	0.01
$a_little	0.01
alitl	0.01
alittle	0.01
$a_long	0.01
along	0.01
$a_look	0.01
alook	0.01
$a_lot	0.01
alot	0.01
alote	0.01
lot	0.01
$a_museum	0.01
amusum	0.01
$abattoir	0.01
abbatoir	0.01
$abhorrence	0.01
abhorence	0.01
$ability	0.01
abbility	0.01
abilaty	0.01
abillity	0.01
abilty	0.01
ablity	0.01
$able	0.01
aball	0.01
abel	0.01
abule	0.01
alb	0.01
$able-bodied	0.01
able_bodied	0.01
$about	0.01
a_belt	0.01
a_bot	0.01
a_bout	0.01
a_but	0.01
a_pelt	0.01
aboat	0.01
aboit	0.01
abont	0.01
aboo	0.01
abot	0.01
abote	0.01
abou	0.01
abought	0.01
abould	0.01
abound	0.01
abowt	0.01
abunt	0.01
abuot	0.01
ad	0.01
adeaut	0.01
adot	0.01
adout	0.01
arand	0.01
bout	0.01
of	0.01
out	0.01
to	0.01
urbote	0.01
$above	0.01
a	0.01
a_barth	0.01
a_beyied	0.01
a_bof	0.01
a_bother	0.01
a_bueve	0.01
a_buth	0.01
a_buve	0.01
abaeth	0.01
abahe	0.01
aboat	0.01
aboer	0.01
abofe	0.01
abost	0.01
abou	0.01
about	0.01
abouth	0.01
abouve	0.01
abowe	0.01
abuf	0.01
abuov	0.01
abuve	0.01
abve	0.01
adove	0.01
aduv	0.01
alowe	0.01
aovere	0.01
apuve	0.01
bealove	0.01
beneath	0.01
buft	0.01
dong	0.01
obove	0.01
ubove	0.01
unbove	0.01
uove	0.01
upbudh	0.01
upbuve	0.01
urborth	0.01
$abroad	0.01
a_broad	0.01
abraod	0.01
abrod	0.01
$absence	0.01
absense	0.01
absents	0.01
$absent	0.01
apsent	0.01
$absolutely	0.01
absolutley	0.01
absolutly	0.01
apselutely	0.01
$absorbed	0.01
abo	0.01
$absorbent	0.01
absorbant	0.01
$absorption	0.01
absorbtion	0.01
$abstract	0.01
abse	0.01
$absurd	0.01
asurb	0.01
abeserbed	0.01
abscered	0.01
abserb	0.01
abserbd	0.01
abserbed	0.01
abserd	0.01
abserded	0.01
absered	0.01
abserid	0.01
abserred	0.01
abserve	0.01
abserved	0.01
abseved	0.01
absevered	0.01
absorb	0.01
absorbd	0.01
absorbed	0.01
absord	0.01
absored	0.01
absred	0.01
absurb	0.01
absurbe	0.01
absurbed	0.01
absurded	0.01
absured	0.01
absurred	0.01
aburd	0.01
aburve	0.01
adsurbed	0.01
apserved	0.01
apubed	0.01
obsurd	0.01
obsured	0.01
$abundance	0.01
abundence	0.01
$abundant	0.01
abundent	0.01
$abuse	0.01
abouse	0.01
$academic	0.01
accademic	0.01
acedemic	0.01
$academically	0.01
academicly	0.01
accademically	0.01
$accede	0.01
acceed	0.01
$accelerate	0.01
acellerate	0.01
$accents	0.01
achsends	0.01
$accept	0.01
acept	0.01
axcept	0.01
except	0.01
$acceptable	0.01
acceptable	0.01
accepball	0.01
acceptably	0.01
acceptiable	0.01
acceptible	0.01
aceptable	0.01
aceptible	0.01
acetable	0.01
ackceptable	0.01
ackeptable	0.01
acksecetable	0.01
ackseptable	0.01
acseptable	0.01
actable	0.01
actceptable	0.01
actseptable	0.01
actsepterable	0.01
asseptable	0.01
axceptable	0.01
axceptiable	0.01
axeptable	0.01
ecceptable	0.01
exactible	0.01
exceptable	0.01
excepteable	0.01
exceptial	0.01
exceptible	0.01
exsaptible	0.01
exseptable	0.01
exsestible	0.01
exzeptable	0.01
$acceptance	0.01
acceptence	0.01
$accepted	0.01
acepted	0.01
excepted	0.01
execpted	0.01
$access	0.01
acess	0.01
$accessibility	0.01
accessability	0.01
$accessible	0.01
accesible	0.01
accessable	0.01
$accessing	0.01
accesing	0.01
$accession	0.01
accesion	0.01
$accident	0.01
a_canet	0.01
acadent	0.01
acats	0.01
accdient	0.01
accedent	0.01
accend	0.01
accicent	0.01
acciendent	0.01
accierdent	0.01
accsident	0.01
accxident	0.01
acddent	0.01
acdend	0.01
acdent	0.01
acedcedt	0.01
acedent	0.01
aciadent	0.01
aciddent	0.01
acident	0.01
aciedent	0.01
acist	0.01
acs	0.01
acsdent	0.01
acsedent	0.01
acsident	0.01
addinent	0.01
advainet	0.01
afanat	0.01
agisted	0.01
akcdent	0.01
aken	0.01
ancident	0.01
and	0.01
andandn	0.01
andet	0.01
andexns	0.01
andient	0.01
andint	0.01
andires	0.01
anitharent	0.01
anteght	0.01
asabed	0.01
asadun	0.01
ascended	0.01
asde	0.01
asden	0.01
asdent	0.01
ased	0.01
asedend	0.01
aserdent	0.01
asident	0.01
askedent	0.01
askendent	0.01
asterdet	0.01
ataren	0.01
axcident	0.01
axed	0.01
axedent	0.01
axedents	0.01
axedet	0.01
axerdent	0.01
axident	0.01
axidint	0.01
axs	0.01
axseadent	0.01
castan	0.01
esadend	0.01
exded	0.01
exedelt	0.01
exedent	0.01
exiedent	0.01
harcent	0.01
sedent	0.01
xedet	0.01
$accidentally	0.01
accidently	0.01
$accommodate	0.01
accmodate	0.01
accodate	0.01
accomadate	0.01
accomadite	0.01
accomdate	0.01
accomidate	0.01
accommadate	0.01
accommdate	0.01
accommedate	0.01
accommidate	0.01
accommodation	0.01
accommondate	0.01
accomnadate	0.01
accomnodate	0.01
accomodat	0.01
accomodate	0.01
accomodaty	0.01
accomode	0.01
accomodiate	0.01
accomondate	0.01
accondate	0.01
acomadate	0.01
acomidate	0.01
acommodate	0.01
acommodiate	0.01
acomodate	0.01
aconadate	0.01
acromodate	0.01
eccommodate	0.01
$accommodation	0.01
accamadation	0.01
accamation	0.01
accomadation	0.01
accomdation	0.01
accomdition	0.01
accomedation	0.01
accomidation	0.01
accommadation	0.01
accommadition	0.01
accommidation	0.01
accommodiation	0.01
accommtation	0.01
accomodation	0.01
accondutelion	0.01
acomadation	0.01
acomedation	0.01
acomidation	0.01
acommadition	0.01
acommodation	0.01
acomodation	0.01
addcomadiation	0.01
comadation	0.01
ecomodation	0.01
$accommodations	0.01
accomodations	0.01
$accompanied	0.01
acompanied	0.01
$accompaniment	0.01
accompanimen	0.01
$accompany	0.01
acompany	0.01
$accompanying	0.01
accampaninesing	0.01
accmpaning	0.01
accominating	0.01
accommampaning	0.01
accompagnying	0.01
accompaining	0.01
accompanied	0.01
accompaning	0.01
accompanining	0.01
accompanning	0.01
accompany	0.01
accompaying	0.01
accompenied	0.01
accompening	0.01
accompied	0.01
accomping	0.01
accompining	0.01
accompning	0.01
accompnying	0.01
accomponing	0.01
accomponying	0.01
accompy	0.01
accompying	0.01
accompyning	0.01
acconpaning	0.01
acconpenying	0.01
accopaning	0.01
accumpanying	0.01
accumptaining	0.01
acommpanying	0.01
acompamion	0.01
acompanied	0.01
acompaning	0.01
acompanning	0.01
acompanying	0.01
acompning	0.01
acumaning	0.01
companying	0.01
occompanying	0.01
$accomplice	0.01
acomplice	0.01
$accomplish	0.01
acomplish	0.01
$accomplished	0.01
acalern	0.01
acaulle	0.01
accamplish	0.01
accaplished	0.01
accomhed	0.01
accomplish	0.01
aclimplised	0.01
aclomplished	0.01
aco	0.01
acolpleshed	0.01
acolplished	0.01
acombished	0.01
acompilsh	0.01
acomplised	0.01
acomplished	0.01
acomplisht	0.01
acomplshed	0.01
aconase	0.01
aconplised	0.01
aconplish	0.01
acoplished	0.01
acoumpish	0.01
acumlished	0.01
acuplished	0.01
apcomplished	0.01
comdash	0.01
$accordance	0.01
acaurtens	0.01
accordars	0.01
accordence	0.01
accordences	0.01
accordense	0.01
accordince	0.01
accrdanse	0.01
acdone	0.01
acoadens	0.01
acoradance	0.01
acordance	0.01
acordence	0.01
acordenin	0.01
acordens	0.01
acordense	0.01
acordenst	0.01
acordise	0.01
acordounse	0.01
acorduse	0.01
acorrdance	0.01
acorrdens	0.01
acourdance	0.01
adcordence	0.01
arcordance	0.01
arroduce	0.01
condar	0.01
$according	0.01
acording	0.01
$accordingly	0.01
acordingly	0.01
o	0.01
$accordion	0.01
acordian	0.01
$account	0.01
acount	0.01
$accounts	0.01
acounts	0.01
$accrued	0.01
accewed	0.01
accrewed	0.01
accrode	0.01
accrood	0.01
accrored	0.01
accroud	0.01
accroued	0.01
accroved	0.01
accrowved	0.01
accrud	0.01
accrude	0.01
accruded	0.01
accrue	0.01
accrueded	0.01
accruell	0.01
accruid	0.01
accruide	0.01
accrured	0.01
accrute	0.01
accruved	0.01
acctrade	0.01
accud	0.01
accude	0.01
accurate	0.01
accurde	0.01
accured	0.01
accurred	0.01
accurve	0.01
accused	0.01
achrue	0.01
ackcrewd	0.01
ackcrude	0.01
ackrewed	0.01
ackrude	0.01
ackruid	0.01
acording	0.01
acqured	0.01
acrauge	0.01
acrawed	0.01
acreud	0.01
acreued	0.01
acrewd	0.01
acrewed	0.01
acrewved	0.01
acrood	0.01
acroude	0.01
acroved	0.01
acrrued	0.01
acrud	0.01
acrude	0.01
acrued	0.01
acruied	0.01
acrute	0.01
acude	0.01
acurd	0.01
akcrewed	0.01
approve	0.01
approved	0.01
aprove	0.01
aquse	0.01
aturely	0.01
crude	0.01
curude	0.01
$accumulated	0.01
acumulated	0.01
$accurate	0.01
acurate	0.01
$accurately	0.01
accruately	0.01
$accustom	0.01
acustom	0.01
$accustomed	0.01
accomused	0.01
accostamned	0.01
accostemed	0.01
accostioum	0.01
accostmed	0.01
accostom	0.01
accostomed	0.01
accostumed	0.01
accostuned	0.01
accoustomed	0.01
accumotoned	0.01
accumstomed	0.01
accusstomed	0.01
accustinend	0.01
accustiomed	0.01
accustom	0.01
accustome	0.01
accustomend	0.01
accustomened	0.01
accustommed	0.01
accustomned	0.01
accustoned	0.01
accustumed	0.01
accutomed	0.01
acescintion	0.01
acomton	0.01
acostom	0.01
acostomed	0.01
acostum	0.01
acostumed	0.01
acusstomed	0.01
acustem	0.01
acustemed	0.01
acustimend	0.01
acustom	0.01
acustome	0.01
acustomed	0.01
acustomend	0.01
acustumed	0.01
ascostomend	0.01
ascumend	0.01
ascustomed	0.01
ocustommed	0.01
uccustumed	0.01
uscostumed	0.01
$ache	0.01
acke	0.01
ake	0.01
$achieve	0.01
acheive	0.01
acheve	0.01
achi	0.01
$achieved	0.01
accheived	0.01
acheived	0.01
acieved	0.01
$achievement	0.01
achei	0.01
acheivement	0.01
$aching	0.01
acheing	0.01
$acknowledge	0.01
acknoledge	0.01
$acknowledgement	0.01
accknoldge	0.01
accknowledgement	0.01
accknowledgment	0.01
accknowlegment	0.01
accoldment	0.01
accolegement	0.01
accomnoltion	0.01
aceknowledgement	0.01
acknoldge	0.01
acknoledgement	0.01
acknoledgment	0.01
acknoledgmet	0.01
acknolegment	0.01
acknowayment	0.01
acknowedgement	0.01
acknowedgment	0.01
acknowelgement	0.01
acknowldment	0.01
acknowledement	0.01
acknowledge	0.01
acknowledging	0.01
acknowledgment	0.01
acknowledment	0.01
acknowlegdement	0.01
acknowlegement	0.01
acknowlegment	0.01
acknowlment	0.01
ackolejement	0.01
ackouledge	0.01
ackownledgement	0.01
acnoldgement	0.01
acnoledgement	0.01
acnolegment	0.01
acnologement	0.01
acnowledgment	0.01
acquig	0.01
actknowlegment	0.01
agnowlegment	0.01
aknowledgement	0.01
aknowledgment	0.01
aknowlege	0.01
aqnowledgment	0.01
ecknowledgement	0.01
ecknowledgment	0.01
exconolidiemet	0.01
exnowledgment	0.01
knowledgement	0.01
$acknowledging	0.01
accknowledging	0.01
accnoledgin	0.01
accnolegde	0.01
acknodgling	0.01
acknoldeing	0.01
acknoldge	0.01
acknoledging	0.01
acknolgeing	0.01
acknolidge	0.01
acknolleging	0.01
acknologing	0.01
acknowedge	0.01
acknowedging	0.01
acknowing	0.01
acknowkling	0.01
acknowladging	0.01
acknowldging	0.01
acknowlding	0.01
acknowleckging	0.01
acknowledeing	0.01
acknowledge	0.01
acknowledgeing	0.01
acknowledgly	0.01
acknowledgment	0.01
acknowleding	0.01
acknowleging	0.01
acknowlging	0.01
acknowliging	0.01
acknowling	0.01
acknowloding	0.01
acknownlegeing	0.01
aclongaly	0.01
acnolagaling	0.01
actknowledge	0.01
aknowledging	0.01
alknowgding	0.01
anackledge	0.01
ecknoligging	0.01
ecknowledging	0.01
ecknowlging	0.01
ecnowledging	0.01
ecnuliging	0.01
ecolinegly	0.01
ecomodyley	0.01
egnoliging	0.01
$acquaint	0.01
aquaint	0.01
$acquaintance	0.01
accountance	0.01
accquaintance	0.01
accquaintence	0.01
accquance	0.01
accquantence	0.01
accquantience	0.01
accquantince	0.01
accquatance	0.01
accquiantance	0.01
accuaintance	0.01
accuanteance	0.01
accuntence	0.01
ackquaintance	0.01
ackquanting	0.01
ackquitence	0.01
ackwaintance	0.01
acqauntance	0.01
acquaince	0.01
acquainenec	0.01
acquaint	0.01
acquaintaince	0.01
acquainted	0.01
acquaintence	0.01
acquaintiance	0.01
acquaints	0.01
acquaitance	0.01
acquance	0.01
acquanitence	0.01
acquantance	0.01
acquantants	0.01
acquantenc	0.01
acquantence	0.01
acquantiance	0.01
acquantice	0.01
acquantience	0.01
acquatience	0.01
acquiance	0.01
acquiantance	0.01
acqunatince	0.01
acquontence	0.01
acuquontence	0.01
aqquaintance	0.01
aqquantance	0.01
aquaintance	0.01
aquainted	0.01
aquaintence	0.01
aquaintents	0.01
aquaints	0.01
aquanitance	0.01
aquantaince	0.01
aquantance	0.01
aquantience	0.01
aquatance	0.01
aqucuntance	0.01
aquentance	0.01
aquentence	0.01
atquantes	0.01
occquance	0.01
$acquaintances	0.01
aquantences	0.01
$acquainted	0.01
aquainted	0.01
$acquiesce	0.01
aquiese	0.01
$acquiescence	0.01
acquiesence	0.01
$acquire	0.01
aquire	0.01
$acquisition	0.01
aquisistion	0.01
$acre	0.01
accour	0.01
acer	0.01
acher	0.01
$across	0.01
accross	0.01
acroos	0.01
acros	0.01
$act	0.01
akt	0.01
at	0.01
$acting	0.01
actting	0.01
$active	0.01
acttive	0.01
$actively	0.01
activally	0.01
$activities	0.01
activerties	0.01
activeties	0.01
activites	0.01
activitys	0.01
$acts	0.01
acks	0.01
$actual	0.01
actuall	0.01
actural	0.01
$actually	0.01
acarly	0.01
accle	0.01
accolliy	0.01
accotly	0.01
acctaly	0.01
acctually	0.01
acctuly	0.01
accualy	0.01
accutualy	0.01
acely	0.01
acerle	0.01
acerly	0.01
achauly	0.01
ache	0.01
acheliy	0.01
achely	0.01
acherly	0.01
achertily	0.01
achly	0.01
acile	0.01
acitler	0.01
ackchely	0.01
ackle	0.01
ackturly	0.01
acocly	0.01
acoly	0.01
acorll	0.01
acsha	0.01
acshorly	0.01
actally	0.01
actarlly	0.01
acterly	0.01
acthally	0.01
actherly	0.01
acting	0.01
actioally	0.01
acttully	0.01
actualy	0.01
actuley	0.01
actully	0.01
actuly	0.01
actuoly	0.01
acturally	0.01
actyeley	0.01
acually	0.01
acuatly	0.01
acuely	0.01
acully	0.01
aculy	0.01
acusley	0.01
acwtly	0.01
aflly	0.01
aherley	0.01
akhly	0.01
aksualy	0.01
aktuly	0.01
alashed	0.01
albee	0.01
alshel	0.01
aole	0.01
as	0.01
ashly	0.01
asiley	0.01
askly	0.01
asl	0.01
asley	0.01
asluy	0.01
at	0.01
atally	0.01
atant	0.01
atchually	0.01
atcsualy	0.01
aterly	0.01
ats	0.01
attually	0.01
attualy	0.01
atul	0.01
atully	0.01
atwgel	0.01
auctully	0.01
axally	0.01
axeshowle	0.01
axly	0.01
axsherly	0.01
cofelet	0.01
ecturenely	0.01
eslin	0.01
excually	0.01
$adaptability	0.01
adaptibility	0.01
$adaptable	0.01
adabtable	0.01
$adaptation	0.01
adeptation	0.01
$add	0.01
ad	0.01
ade	0.01
$addition	0.01
additon	0.01
addittion	0.01
addtion	0.01
$additional	0.01
addional	0.01
additonal	0.01
$address	0.01
adress	0.01
$addressable	0.01
addresable	0.01
$addressed	0.01
adressed	0.01
$addresses	0.01
adresses	0.01
$adequate	0.01
accoquict	0.01
actiquate	0.01
adaquat	0.01
adaquate	0.01
adaquet	0.01
adaquit	0.01
adccuet	0.01
addaquant	0.01
addeqcouate	0.01
addequake	0.01
addequite	0.01
adderquate	0.01
addict	0.01
addiequiet	0.01
addifite	0.01
addiquate	0.01
addiquit	0.01
addiqute	0.01
addquit	0.01
adecquect	0.01
adegate	0.01
adeqake	0.01
adequait	0.01
adequante	0.01
adequeat	0.01
adequet	0.01
adequete	0.01
adequette	0.01
adequit	0.01
adequite	0.01
adgat	0.01
adicivat	0.01
adicquate	0.01
adictract	0.01
adigute	0.01
adiquate	0.01
adiqueate	0.01
adiquit	0.01
adiquite	0.01
adiqut	0.01
adoqate	0.01
adquante	0.01
adquate	0.01
adquated	0.01
adquit	0.01
adquites	0.01
aduquote	0.01
arguait	0.01
atiquit	0.01
attaquit	0.01
attiquict	0.01
atuqut	0.01
edequait	0.01
ediquate	0.01
ediquet	0.01
ediquit	0.01
ediquitt	0.01
ediqutte	0.01
etiquette	0.01
etiquit	0.01
$adequately	0.01
adaquately	0.01
adequattly	0.01
$adheres	0.01
adhere	0.01
$adjacent	0.01
adjacnt	0.01
ajacent	0.01
$adjourned	0.01
achered	0.01
acjjoriened	0.01
addjurned	0.01
adgerned	0.01
adjern	0.01
adjerned	0.01
adjoined	0.01
adjorened	0.01
adjorn	0.01
adjorned	0.01
adjouirned	0.01
adjouned	0.01
adjoured	0.01
adjourn	0.01
adjournaled	0.01
adjurden	0.01
adjurend	0.01
adjurion	0.01
adjurn	0.01
adjurned	0.01
adyerned	0.01
agerm	0.01
agreened	0.01
aguran	0.01
ajormed	0.01
ajorn	0.01
ajorned	0.01
ajourn	0.01
ajourned	0.01
ajumede	0.01
ajuned	0.01
ajurend	0.01
ajurened	0.01
ajurin	0.01
$adjournment	0.01
adjurnment	0.01
$adjust	0.01
ajust	0.01
$administered	0.01
admiistered	0.01
$administration	0.01
addministration	0.01
adminstration	0.01
$admire	0.01
addmire	0.01
$admissible	0.01
admissable	0.01
$admission	0.01
addmission	0.01
$admit	0.01
admite	0.01
$admitted	0.01
abmeteb	0.01
abmitt	0.01
addmeted	0.01
addmited	0.01
addmitid	0.01
addmitted	0.01
addmittid	0.01
admerited	0.01
admetid	0.01
admetted	0.01
admied	0.01
admitd	0.01
admited	0.01
admitid	0.01
admitten	0.01
amernt	0.01
amit	0.01
amitted	0.01
atmited	0.01
omitted	0.01
$admitting	0.01
admiting	0.01
$adopt	0.01
adobt	0.01
$adopted	0.01
addopted	0.01
$adult	0.01
addult	0.01
$advance	0.01
addvance	0.01
at	0.01
$advanced	0.01
advansed	0.01
$advantage	0.01
addvantage	0.01
advanage	0.01
advanched	0.01
advantag	0.01
advatige	0.01
adventagus	0.01
advetch	0.01
advrtoged	0.01
aratie	0.01
audvantch	0.01
av	0.01
avanged	0.01
avigd	0.01
avtegen	0.01
efceh	0.01
enrch	0.01
ertge	0.01
evendis	0.01
invege	0.01
$advantageous	0.01
advantageos	0.01
advantagous	0.01
$adventure	0.01
aventure	0.01
$adventurous	0.01
adventerous	0.01
$advertise	0.01
advertize	0.01
advitise	0.01
$advertised	0.01
advotised	0.01
$advertisement	0.01
advertisment	0.01
$advertising	0.01
advertiseing	0.01
$advice	0.01
advise	0.01
$advisable	0.01
adviseable	0.01
advisible	0.01
$advise	0.01
advice	0.01
$advised	0.01
adviced	0.01
$aeroplane	0.01
aearoplane	0.01
aenoenplane	0.01
aeoroplane	0.01
aeplan	0.01
aereoplane	0.01
aerplana	0.01
air_plane	0.01
aira_plan	0.01
airaplane	0.01
aireplane	0.01
airoplan	0.01
airoplane	0.01
airplan	0.01
airplane	0.01
areapanle	0.01
areaplane	0.01
areoplane	0.01
arepain	0.01
arepalane	0.01
areplane	0.01
arinlan	0.01
arioplan	0.01
aroeplane	0.01
aroplane	0.01
aroplaned	0.01
arpa	0.01
arplane	0.01
earoplane	0.01
earoplanes	0.01
eiroplane	0.01
eoroplane	0.01
ereplun	0.01
oroplane	0.01
plane	0.01
$affair	0.01
afair	0.01
$affect	0.01
effect	0.01
$affection	0.01
afection	0.01
$affectionate	0.01
afectanant	0.01
afectantent	0.01
afectinite	0.01
afectionate	0.01
afectionet	0.01
affactionate	0.01
affctonote	0.01
affecant	0.01
affecconiate	0.01
affecianate	0.01
affecient	0.01
affecilation	0.01
affecionate	0.01
affecitionate	0.01
affectanate	0.01
affectantly	0.01
affecte	0.01
affectened	0.01
affectimate	0.01
affectinate	0.01
affectinutate	0.01
affection	0.01
affectionant	0.01
affectionately	0.01
affectionatte	0.01
affectioned	0.01
affectionet	0.01
affectionnate	0.01
affectionnet	0.01
affectionote	0.01
affectionute	0.01
affectnent	0.01
affectnet	0.01
affectonate	0.01
affectunate	0.01
affectutate	0.01
afference	0.01
afficinate	0.01
affictionately	0.01
affionate	0.01
avetiont	0.01
effecinate	0.01
effecionate	0.01
effection	0.01
effectionate	0.01
efficinate	0.01
effictent	0.01
$affectionately	0.01
adfectonly	0.01
adviciantly	0.01
afechanty	0.01
afeciantly	0.01
afecsanly	0.01
afectiely	0.01
afectionaly	0.01
afectionately	0.01
afectionly	0.01
afectiontly	0.01
afectoinly	0.01
afettusly	0.01
afexsionly	0.01
afextenatly	0.01
affacionatly	0.01
affactionately	0.01
affecantly	0.01
affecentalaly	0.01
affecentally	0.01
affecesionly	0.01
affecianly	0.01
affecionately	0.01
affecionatly	0.01
affecionetally	0.01
affeconatly	0.01
affectconley	0.01
affectianetly	0.01
affectinalety	0.01
affectinally	0.01
affectinatly	0.01
affectintly	0.01
affectionally	0.01
affectionaly	0.01
affectionantly	0.01
affectionatley	0.01
affectionatly	0.01
affectionely	0.01
affectionently	0.01
affectionetely	0.01
affectionetly	0.01
affectionlatly	0.01
affectionly	0.01
affectionsly	0.01
affectiontlly	0.01
affectonatly	0.01
affectsolutely	0.01
affectually	0.01
affectuantly	0.01
affectunatly	0.01
affectunely	0.01
affedirtly	0.01
affestionatly	0.01
affetchently	0.01
afficiantly	0.01
afficionately	0.01
affictiratly	0.01
affientially	0.01
affinalty	0.01
affionetly	0.01
affoxintly	0.01
afichnly	0.01
afictionaelly	0.01
afshionely	0.01
afuectionly	0.01
arrectsorately	0.01
atec	0.01
efe	0.01
efecionly	0.01
efectionally	0.01
efectionatly	0.01
efectionly	0.01
efectiontily	0.01
efectuionally	0.01
efetchaly	0.01
efexchonetly	0.01
effecinately	0.01
effecitenly	0.01
effectally	0.01
effectently	0.01
effectiantly	0.01
effectinly	0.01
effectionally	0.01
effectionately	0.01
effectionatly	0.01
effectionly	0.01
effectually	0.01
effextionally	0.01
efficantily	0.01
efficently	0.01
effureily	0.01
evectially	0.01
exeverly	0.01
exfecinly	0.01
exfectionaley	0.01
exfectionly	0.01
exfectoboly	0.01
exfetetally	0.01
exfexily	0.01
exfishely	0.01
unfectionatley	0.01
$affects	0.01
affets	0.01
effects	0.01
$affidavit	0.01
affi_david	0.01
afi_david	0.01
acavated	0.01
adivide	0.01
afadafit	0.01
afadant	0.01
afadated	0.01
afadavate	0.01
afadaviate	0.01
afadavid	0.01
afadavide	0.01
afadavit	0.01
afadiadid	0.01
